serial ,build date,mfg location,lot number,QR Data
K093,Jul-25,SJ,1,https://QR.looma.education?serial=K093&date=July 2025&location=SJ&lot=1

K093,Jul-25,SJ,1,https://QR.looma.education?serial=K093&date=July 2025&location=SJ&lot=1

K094,Jul-25,SJ,1,https://QR.looma.education?serial=K094&date=July 2025&location=SJ&lot=1

K094,Jul-25,SJ,1,https://QR.looma.education?serial=K094&date=July 2025&location=SJ&lot=1

K094,Jul-25,SJ,1,https://QR.looma.education?serial=K094&date=July 2025&location=SJ&lot=1

K095,Jul-25,SJ,1,https://QR.looma.education?serial=K095&date=July 2025&location=SJ&lot=1

K095,Jul-25,SJ,1,https://QR.looma.education?serial=K095&date=July 2025&location=SJ&lot=1

K095,Jul-25,SJ,1,https://QR.looma.education?serial=K095&date=July 2025&location=SJ&lot=1

K096,Jul-25,SJ,1,https://QR.looma.education?serial=K096&date=July 2025&location=SJ&lot=1

K096,Jul-25,SJ,1,https://QR.looma.education?serial=K096&date=July 2025&location=SJ&lot=1

K096,Jul-25,SJ,1,https://QR.looma.education?serial=K096&date=July 2025&location=SJ&lot=1

K097,Jul-25,SJ,1,https://QR.looma.education?serial=K097&date=July 2025&location=SJ&lot=1

K097,Jul-25,SJ,1,https://QR.looma.education?serial=K097&date=July 2025&location=SJ&lot=1

K097,Jul-25,SJ,1,https://QR.looma.education?serial=K097&date=July 2025&location=SJ&lot=1

K098,Jul-25,SJ,1,https://QR.looma.education?serial=K098&date=July 2025&location=SJ&lot=1

K098,Jul-25,SJ,1,https://QR.looma.education?serial=K098&date=July 2025&location=SJ&lot=1

K098,Jul-25,SJ,1,https://QR.looma.education?serial=K098&date=July 2025&location=SJ&lot=1

K099,Jul-25,SJ,1,https://QR.looma.education?serial=K099&date=July 2025&location=SJ&lot=1

K099,Jul-25,SJ,1,https://QR.looma.education?serial=K099&date=July 2025&location=SJ&lot=1

K099,Jul-25,SJ,1,https://QR.looma.education?serial=K099&date=July 2025&location=SJ&lot=1

K100,Jul-25,SJ,1,https://QR.looma.education?serial=K100&date=July 2025&location=SJ&lot=1

K100,Jul-25,SJ,1,https://QR.looma.education?serial=K100&date=July 2025&location=SJ&lot=1

K100,Jul-25,SJ,1,https://QR.looma.education?serial=K100&date=July 2025&location=SJ&lot=1
